Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
Sindh,1834,1710,93,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
National,5052,3938,78,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
KP,1636,1265,77,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
AJK,375,365,97,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
ICT,18,18,100,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
Balochistan,1160,687,59,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
GB,348,60,17,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
Sindh,1856,1748,94,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
National,5393,4143,77,34,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_34_2023.pdf,IDSR Week 34 Bulletin (2023),2026-08-08T00:47:11Z
KP,1612,1247,77,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
AJK,375,361,96,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
ICT,27,27,100,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
Balochistan,1075,681,63,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
GB,297,54,18,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
Sindh,1834,1696,92,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
National,5220,4066,78,33,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_33_2023.pdf,IDSR Week 33 Bulletin (2023),2026-08-08T00:47:14Z
KP,1612,1030,64,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
AJK,375,298,79,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
ICT,27,27,100,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
Balochistan,1075,580,54,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
GB,220,46,21,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
Sindh,1834,1718,94,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
National,5143,3699,72,32,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_32_2023.pdf,IDSR Week 32 Bulletin (2023),2026-08-08T00:47:17Z
KP,1612,1202,75,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
AJK,341,266,78,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
ICT,27,20,74,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
Balochistan,1109,657,59,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
GB,110,35,32,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
Sindh,1854,1709,92,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
National,5053,3889,77,31,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_31_2023.pdf,IDSR Week 31 Bulletin (2023),2026-08-08T00:47:20Z
KP,1570,1207,77,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
AJK,380,356,94,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
ICT,27,20,74,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
Balochistan,1101,550,50,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
GB,99,47,47,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
Sindh,1846,1546,85,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
National,5023,3726,74,30,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_30_2023.pdf,IDSR Week 30 Bulletin (2023),2026-08-08T00:47:23Z
KP,1568,1203,77,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
AJK,440,321,73,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
ICT,27,23,85,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
Balochistan,978,607,62,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
GB,141,43,30,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
Sindh,1901,1521,80,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
National,5055,3718,74,29,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_29_2023.pdf,IDSR Week 29 Bulletin (2023),2026-08-08T00:47:26Z
AJK,1610,1206,75,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
ICT,440,304,69,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
Balochistan,27,23,85,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
GB,1285,685,53,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
Sindh,147,41,28,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
National,1901,1619,85,28,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_28_2023.pdf,IDSR Week 28 Bulletin (2023),2026-08-08T00:47:30Z
AJK,1570,1188,76,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
ICT,440,318,72,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
Balochistan,27,23,85,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
GB,1037,652,63,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
Sindh,33,33,100,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
National,1806,1627,91,27,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_27_2023.pdf,IDSR Week 27 Bulletin (2023),2026-08-08T00:47:34Z
AJK,1570,1049,67,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
ICT,440,282,64,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
Balochistan,27,21,78,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
GB,1264,574,45,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
Sindh,99,33,33,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
National,1901,1680,88,26,2023,https://www.nih.org.pk/wp-content/uploads/2023/07/Weekly_Report_26_2023.pdf,IDSR Week 26 Bulletin (2023),2026-08-08T00:47:38Z
AJK,1570,1217,78,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
ICT,397,306,77,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
Balochistan,18,18,100,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
GB,1160,694,60,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
Sindh,93,42,45,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
National,1901,1586,83,25,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_25_2023.pdf,IDSR Week 25 Bulletin (2023),2026-08-08T00:47:42Z
AJK,1527,1196,78,24,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_24_2023.pdf,IDSR Week 24 Bulletin (2023),2026-08-08T00:47:45Z
ICT,440,331,75,24,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_24_2023.pdf,IDSR Week 24 Bulletin (2023),2026-08-08T00:47:45Z
GB,27,19,70,24,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_24_2023.pdf,IDSR Week 24 Bulletin (2023),2026-08-08T00:47:45Z
Sindh,1146,632,55,24,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_24_2023.pdf,IDSR Week 24 Bulletin (2023),2026-08-08T00:47:45Z
National,93,49,53,24,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_24_2023.pdf,IDSR Week 24 Bulletin (2023),2026-08-08T00:47:45Z
AJK,1570,1172,75,23,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_23_2023.pdf,IDSR Week 23 Bulletin (2023),2026-08-08T00:47:49Z
ICT,440,294,67,23,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_23_2023.pdf,IDSR Week 23 Bulletin (2023),2026-08-08T00:47:49Z
GB,27,10,37,23,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_23_2023.pdf,IDSR Week 23 Bulletin (2023),2026-08-08T00:47:49Z
Sindh,1070,425,40,23,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_23_2023.pdf,IDSR Week 23 Bulletin (2023),2026-08-08T00:47:49Z
National,31,31,100,23,2023,https://www.nih.org.pk/wp-content/uploads/2023/08/Weekly_Report_23_2023.pdf,IDSR Week 23 Bulletin (2023),2026-08-08T00:47:49Z
