Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
National,6578,5256,80,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
KP,2315,1732,75,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
AJK,404,382,95,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
ICT,36,28,78,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
Balochistan,1304,751,58,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
GB,405,373,92,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
Sindh,2114,1990,94,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
National,6578,5256,80,17,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-17-2025.pdf,IDSR Week 17 Bulletin (2025),2026-08-08T00:42:52Z
KP,2315,1699,73,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
AJK,404,358,89,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
ICT,36,29,81,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
Balochistan,1308,766,59,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
GB,405,377,93,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
Sindh,2094,1974,94,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
National,6562,5203,79,16,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 16 Bulletin (2025).pdf,IDSR Week 16 Bulletin (2025),2026-08-08T00:42:55Z
KP,2315,1699,73,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
AJK,404,358,89,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
ICT,36,29,81,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
Balochistan,1308,740,57,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
GB,405,377,93,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
Sindh,2095,1974,94,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
National,6563,5177,79,15,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 15 Bulletin (2025).pdf,IDSR Week 15 Bulletin (2025),2026-08-08T00:42:58Z
KP,2315,1725,75,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
AJK,404,380,94,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
ICT,36,29,81,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
Balochistan,1308,751,57,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
GB,405,371,92,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
Sindh,2095,1982,95,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
National,6563,5238,80,14,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 14 Bulletin (2025).pdf,IDSR Week 14 Bulletin (2025),2026-08-08T00:43:00Z
KP,2315,1456,63,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
AJK,404,296,73,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
ICT,36,28,78,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
Balochistan,1308,504,39,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
GB,405,373,92,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
Sindh,2095,1943,93,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
National,6563,4600,70,13,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/IDSR Week 13 Bulletin (2025).pdf,IDSR Week 13 Bulletin (2025),2026-08-08T00:43:03Z
KP,2315,1738,75,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
AJK,404,380,94,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
ICT,36,28,78,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
Balochistan,1308,901,69,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
GB,405,373,92,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
Sindh,2095,1989,95,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
National,6563,5409,82,12,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-12-2025.pdf,IDSR Week 12 Bulletin (2025),2026-08-08T00:43:05Z
KP,2315,1770,76,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
AJK,404,378,93,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
ICT,36,29,80,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
Balochistan,1307,876,67,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
GB,405,374,92,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
Sindh,2095,2032,97,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
National,6562,5459,83,11,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-11-2025.pdf,IDSR Week 11 Bulletin (2025),2026-08-08T00:43:08Z
KP,2315,1707,74,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
AJK,404,378,94,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
ICT,36,29,81,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
Balochistan,1307,865,66,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
GB,405,376,93,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
Sindh,2098,2034,97,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
National,6565,5389,82,10,2025,https://www.nih.org.pk/wp-content/uploads/2025/05/Weekly_Report-10-2025.pdf,IDSR Week 10 Bulletin (2025),2026-08-08T00:43:11Z
KP,2315,1806,77,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
AJK,404,377,94,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
ICT,36,23,70,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
Balochistan,1308,768,60,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
GB,405,376,92,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
Sindh,2098,2031,96,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
National,6566,5381,83,9,2025,https://www.nih.org.pk/wp-content/uploads/2025/04/Weekly_Report-09-2025.pdf,IDSR Week 09 Bulletin (2025),2026-08-08T00:43:14Z
KP,2315,1806,78,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
AJK,404,377,93,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
ICT,36,23,63,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
Balochistan,1308,768,58,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
GB,405,376,92,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
Sindh,2098,2031,96,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
National,6566,5381,82,8,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-08-2025.pdf,IDSR Week 08 Bulletin (2025),2026-08-08T00:43:17Z
KP,2245,1690,75,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
AJK,404,379,94,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
ICT,36,28,80,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
Balochistan,1308,797,60,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
GB,405,372,92,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
Sindh,2116,2025,96,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
National,6474,5292,82,7,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-07-2025.pdf,IDSR Week 07 Bulletin (2025),2026-08-08T00:43:20Z
KP,2245,1791,80,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
AJK,404,377,93,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
ICT,36,29,80,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
Balochistan,1308,731,55,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
GB,405,376,93,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
Sindh,2076,1988,96,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
National,6474,5292,82,6,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-06-2025.pdf,IDSR Week 06 Bulletin (2025),2026-08-08T00:43:23Z
KP,2314,1788,77,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
AJK,404,365,90,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
ICT,36,25,70,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
Balochistan,1308,784,59,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
GB,405,375,92,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
Sindh,2096,1902,90,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
National,6527,5214,79,5,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-05-2025.pdf,IDSR Week 05 Bulletin (2025),2026-08-08T00:43:26Z
KP,2316,1755,76,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
AJK,404,376,94,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
ICT,36,27,78,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
Balochistan,1307,820,63,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
GB,405,376,93,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
Sindh,2095,1927,92,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
National,6563,5356,83,4,2025,https://www.nih.org.pk/wp-content/uploads/2025/03/Weekly_Report-04-2025.pdf,IDSR Week 04 Bulletin (2025),2026-08-08T00:43:28Z
KP,2316,1826,78,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
AJK,404,381,94,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
ICT,36,27,78,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
Balochistan,1307,819,63,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
GB,405,376,93,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
Sindh,2095,1927,92,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
National,6563,5356,83,3,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-03-2025.pdf,IDSR Week 03 Bulletin (2025),2026-08-08T00:43:31Z
KP,2316,1800,78,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
AJK,404,371,92,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
ICT,36,28,78,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
Balochistan,1307,749,57,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
GB,405,359,89,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
Sindh,2095,1947,93,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
National,6563,5254,80,2,2025,https://www.nih.org.pk/wp-content/uploads/2025/02/Weekly_Report-02-2025.pdf,IDSR Week 02 Bulletin (2025),2026-08-08T00:43:34Z
KP,2319,1808,78,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
AJK,404,369,91,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
ICT,36,27,75,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
Balochistan,1307,810,62,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
GB,405,375,93,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
Sindh,2090,1948,93,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
National,6561,5337,81,1,2025,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-01-2025.pdf,IDSR Week 01 Bulletin (2025),2026-08-08T00:43:37Z
KP,2319,1791,77,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
AJK,404,370,92,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
ICT,36,27,75,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
Balochistan,1307,866,66,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
GB,405,377,93,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
Sindh,2077,1934,93,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
National,6548,5365,82,52,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-52-2024.pdf,IDSR Week 52 Bulletin (2024),2026-08-08T00:43:39Z
KP,2320,1759,76,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
AJK,404,378,96,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
ICT,36,28,78,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
Balochistan,1307,691,60,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
GB,405,367,95,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
Sindh,2903,2001,74,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
National,7375,5224,81,51,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-51-2024.pdf,IDSR Week 51 Bulletin (2024),2026-08-08T00:43:42Z
KP,2320,1759,78,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
AJK,404,378,94,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
ICT,36,28,78,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
Balochistan,1307,691,65,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
GB,405,367,92,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
Sindh,2903,2001,72,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
National,7375,5224,80,50,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-50-2024.pdf,IDSR Week 50 Bulletin (2024),2026-08-08T00:43:45Z
KP,2320,1759,76,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
AJK,404,378,94,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
ICT,36,28,78,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
Balochistan,1307,691,60,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
GB,405,367,91,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
Sindh,2903,2001,70,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
National,7375,5224,76,49,2024,https://www.nih.org.pk/wp-content/uploads/2025/01/Weekly_Report-49-2024.pdf,IDSR Week 49 Bulletin (2024),2026-08-08T00:43:48Z
KP,2319,1740,77,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
AJK,405,381,96,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
